"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"09","1009.3","1009.6","1015.2","2015-09-17 21:49","993.3","2015-09-28 18:35","28.8","33.5","2015-09-03 13:11","24.5","2015-09-01 05:27","24.1","2.3","310","22.1","270","2015-09-28 23:08","140.5","20.8","6","16.5","2015-09-07 07:38","44.5","2015-09-07 07:20","77.5","2015-09-07 00:00","76","137.1","208.7","512.11","...","...","...","5.1","kaohsiung"
"10","1012.7","1013.1","1020.2","2015-10-31 09:28","1002.0","2015-10-19 15:48","27.7","32.5","2015-10-01 09:48","23.8","2015-10-17 05:24","23.0","1.8","310","8.9","20","2015-10-30 18:11","25.5","21.5","4","6.5","2015-10-09 05:27","9.0","2015-10-09 05:15","11.5","2015-10-20 00:00","76","116.4","193.2","453.89","...","...","...","5.5","kaohsiung"
"11","1016.0","1016.4","1023.2","2015-11-28 09:21","1011.6","2015-11-25 14:47","26.2","32.9","2015-11-09 12:06","17.4","2015-11-27 05:04","21.1","1.8","310","9.3","350","2015-11-26 05:37","41.0","2.7","2","9.0","2015-11-20 19:31","32.5","2015-11-20 18:42","39.5","2015-11-20 00:00","74","97.1","198.6","384.72","...","...","...","4.1","kaohsiung"
"12","1018.1","1018.5","1025.4","2015-12-29 09:24","1010.2","2015-12-10 02:45","22.4","29.7","2015-12-24 11:10","13.9","2015-12-17 05:15","16.9","2.1","350","9.7","30","2015-12-10 10:54","27.5","8.9","3","4.0","2015-12-10 06:06","11.5","2015-12-10 00:43","26.0","2015-12-10 00:00","71","85.0","195.7","372.07","...","...","...","4.3","kaohsiung"
"01","1018.3","1018.7","1031.1","2016-01-24 20:33","1006.8","2016-01-17 14:39","19.3","27.7","2016-01-06 14:44","7.0","2016-01-25 00:41","15.0","2.3","350","16.0","340","2016-01-24 05:41","179.5","80.8","12","10.0","2016-01-17 12:20","28.5","2016-01-17 11:51","78.5","2016-01-17 00:00","76","48.8","120.9","281.51","...","...","...","6.8","kaohsiung"
"02","1019.6","1020.0","1027.4","2016-02-25 08:14","1012.1","2016-02-13 14:44","19.6","29.2","2016-02-14 12:31","10.1","2016-02-07 06:12","13.9","2.3","350","12.4","10","2016-02-06 21:38","24.5","10.3","4","6.0","2016-02-12 06:17","17.0","2016-02-12 05:30","20.0","2016-02-12 00:00","70","92.0","164.6","387.90","...","...","...","5.4","kaohsiung"
"03","1016.4","1016.8","1024.4","2016-03-01 09:32","1009.6","2016-03-08 15:11","21.6","29.7","2016-03-19 12:33","12.8","2016-03-26 05:53","16.6","1.9","10","11.8","340","2016-03-27 09:05","79.0","54.9","11","6.0","2016-03-23 18:07","14.0","2016-03-23 17:28","29.5","2016-03-24 00:00","74","87.1","159.1","405.15","...","...","...","5.9","kaohsiung"
"04","1011.8","1012.2","1018.6","2016-04-19 09:37","1005.5","2016-04-13 12:32","26.9","33.0","2016-04-18 13:59","21.8","2016-04-19 01:31","22.4","1.9","170","18.4","260","2016-04-13 13:58","182.5","40.8","8","10.0","2016-04-14 21:43","20.5","2016-04-14 21:36","49.0","2016-04-14 00:00","77","131.0","222.1","544.62","...","...","...","4.7","kaohsiung"
"05","1009.9","1010.3","1014.9","2016-05-14 09:19","1005.3","2016-05-24 15:51","28.9","33.6","2016-05-27 12:17","24.8","2016-05-11 15:28","24.2","2.1","170","11.0","180","2016-05-09 09:48","97.5","27.2","7","11.5","2016-05-22 18:02","33.0","2016-05-22 18:02","44.0","2016-05-22 00:00","76","142.6","246.5","605.08","...","...","...","5.4","kaohsiung"
"06","1008.8","1009.2","1014.6","2016-06-29 22:02","1004.8","2016-06-08 15:54","29.7","34.8","2016-06-27 14:14","24.6","2016-06-11 11:00","25.6","2.2","180","13.4","190","2016-06-29 11:47","383.0","55.7","13","16.5","2016-06-10 03:38","37.5","2016-06-11 01:12","139.5","2016-06-11 00:00","79","149.8","255.8","625.85","...","...","...","5.5","kaohsiung"
"07","1007.1","1007.5","1012.5","2016-07-21 07:39","978.7","2016-07-08 07:41","30.2","35.1","2016-07-04 12:47","25.4","2016-07-10 18:02","25.6","2.5","180","34.3","340","2016-07-08 07:43","315.0","49.0","10","13.5","2016-07-08 09:43","65.0","2016-07-08 09:12","162.0","2016-07-08 00:00","77","156.4","252.2","652.91","...","...","...","5.1","kaohsiung"
"08","1003.8","1004.1","1010.6","2016-08-03 21:45","998.7","2016-08-01 06:06","29.4","34.2","2016-08-02 11:44","24.8","2016-08-30 04:56","25.3","2.3","320","16.6","170","2016-08-01 14:31","427.0","62.0","16","23.0","2016-08-12 00:43","69.0","2016-08-12 00:39","110.0","2016-08-12 00:00","79","130.6","206.6","578.82","...","...","...","6.4","kaohsiung"
"09","1006.1","1006.4","1014.2","2016-09-21 21:26","976.4","2016-09-14 12:46","28.4","33.9","2016-09-12 11:08","23.4","2016-09-15 06:11","24.7","2.6","320","39.1","100","2016-09-14 12:23","1098.0","124.5","15","20.0","2016-09-15 05:52","77.5","2016-09-15 04:18","262.5","2016-09-02 00:00","81","103.3","172.2","458.27","...","...","...","6.9","kaohsiung"
"10","1010.0","1010.4","1018.7","2016-10-30 08:53","1000.0","2016-10-20 15:25","28.4","33.0","2016-10-21 10:50","24.0","2016-10-10 07:23","24.3","2.0","320","18.6","140","2016-10-21 01:35","259.5","61.2","13","12.5","2016-10-09 01:54","41.5","2016-10-09 01:24","74.0","2016-10-08 00:00","79","109.7","185.4","453.00","...","...","...","5.5","kaohsiung"
"11","1015.1","1015.5","1021.2","2016-11-29 10:04","1010.4","2016-11-21 14:14","25.7","31.9","2016-11-19 10:41","19.7","2016-11-27 11:08","20.3","1.8","350","14.4","30","2016-11-27 12:18","57.0","19.0","3","3.0","2016-11-27 09:31","7.5","2016-11-27 08:58","55.0","2016-11-27 00:00","72","88.3","163.3","363.54","...","...","...","5.2","kaohsiung"
"12","1017.1","1017.5","1023.5","2016-12-17 09:23","1010.4","2016-12-09 14:02","22.9","30.0","2016-12-05 13:53","16.2","2016-12-16 07:05","17.2","2.0","360","9.6","350","2016-12-27 14:51","1.0","3.5","2","0.5","2016-12-29 01:46","0.5","2016-12-29 01:30","0.5","2016-12-29 00:00","71","84.9","180.4","380.14","...","...","...","4.9","kaohsiung"
"01","1018.1","1018.5","1025.3","2017-01-24 09:30","1009.5","2017-01-08 14:33","21.7","28.5","2017-01-08 12:23","14.7","2017-01-26 06:34","15.8","2.0","350","9.8","300","2017-01-27 12:33","0.0","0.0","0","0.0","2017-01-31 00:00","0.0","2017-01-31 00:00","0.0","2017-01-31 00:00","70","93.5","205.1","434.37","...","...","...","4.5","kaohsiung"
"02","1018.5","1018.9","1028.3","2017-02-14 09:07","1009.6","2017-02-05 15:31","21.1","29.8","2017-02-22 12:43","13.8","2017-02-10 01:30","14.7","2.2","360","11.8","20","2017-02-09 05:46","0.0","0.0","0","0.0","2017-02-28 00:00","0.0","2017-02-28 00:00","0.0","2017-02-28 00:00","67","84.4","166.1","423.23","...","...","...","5.4","kaohsiung"
"03","1015.3","1015.7","1023.2","2017-03-27 10:40","1008.9","2017-03-13 14:39","23.5","33.0","2017-03-23 13:25","17.5","2017-03-03 03:36","17.4","2.1","360","12.2","350","2017-03-31 23:45","3.5","8.1","3","0.5","2017-03-16 00:10","2.0","2017-03-16 03:28","2.5","2017-03-16 00:00","69","115.2","200.5","520.30","...","...","...","5.5","kaohsiung"
"04","1012.7","1013.1","1022.3","2017-04-03 09:42","1006.6","2017-04-10 16:19","25.6","32.7","2017-04-16 13:12","16.6","2017-04-01 04:31","19.8","1.9","190","16.2","350","2017-04-01 01:15","113.5","27.7","6","10.0","2017-04-12 05:28","30.5","2017-04-12 05:08","52.0","2017-04-12 00:00","71","142.3","209.1","576.38","...","...","...","5.7","kaohsiung"
"05","1009.8","1010.2","1016.1","2017-05-06 08:27","1003.7","2017-05-31 17:53","28.2","33.5","2017-05-12 13:04","22.8","2017-05-01 04:28","23.1","2.0","320","10.6","170","2017-05-12 06:59","129.0","34.0","8","14.5","2017-05-25 19:50","34.5","2017-05-25 19:37","73.5","2017-05-25 00:00","74","131.7","209.6","616.58","...","...","...","6.1","kaohsiung"
"06","1008.4","1008.7","1011.9","2017-06-07 22:45","1003.3","2017-06-01 17:37","29.7","34.3","2017-06-12 14:13","24.9","2017-06-29 16:58","25.2","2.1","170","25.6","60","2017-06-29 16:51","256.0","41.3","14","28.5","2017-06-29 16:47","60.5","2017-06-29 16:30","77.0","2017-06-04 00:00","77","156.2","226.8","606.37","...","...","...","6.5","kaohsiung"
"07","1007.8","1008.1","1013.8","2017-07-07 22:17","985.5","2017-07-30 16:54","30.4","35.6","2017-07-04 13:18","24.3","2017-07-31 05:15","24.6","2.6","60","24.8","240","2017-07-31 05:13","285.0","30.9","7","17.0","2017-07-31 05:12","56.5","2017-07-30 23:00","124.0","2017-07-31 00:00","71","176.6","241.9","650.55","...","...","...","6.2","kaohsiung"
"08","1007.1","1007.4","1013.7","2017-08-27 22:17","994.2","2017-08-22 02:30","30.1","34.7","2017-08-19 11:24","24.9","2017-08-02 06:04","25.1","2.1","320","18.6","150","2017-08-22 14:03","211.0","36.5","13","12.5","2017-08-02 01:33","51.5","2017-08-02 02:09","120.5","2017-08-02 00:00","75","152.7","222.0","590.49","...","...","...","5.3","kaohsiung"
"09","1009.0","1009.3","1014.7","2017-09-29 21:40","1001.0","2017-09-01 05:21","30.2","35.1","2017-09-24 13:28","25.3","2017-09-01 07:16","25.0","2.2","310","12.9","140","2017-09-06 15:24","32.5","22.0","8","4.0","2017-09-07 04:51","5.5","2017-09-07 04:45","16.0","2017-09-01 00:00","74","138.6","235.9","571.17","...","...","...","4.7","kaohsiung"
"10","1010.5","1010.9","1019.3","2017-10-30 08:30","999.6","2017-10-14 04:22","28.0","34.5","2017-10-09 11:01","21.3","2017-10-31 05:48","22.6","2.0","290","11.1","350","2017-10-21 11:29","82.5","31.0","7","4.5","2017-10-15 01:00","20.0","2017-10-15 00:56","31.0","2017-10-14 00:00","73","118.4","213.2","488.75","...","...","...","4.8","kaohsiung"
"11","1014.4","1014.8","1021.1","2017-11-24 09:18","1008.0","2017-11-18 13:46","25.5","32.1","2017-11-18 11:58","19.6","2017-11-25 05:59","20.4","2.0","360","10.3","360","2017-11-18 10:25","11.0","11.5","4","3.0","2017-11-12 00:29","6.0","2017-11-12 00:18","7.0","2017-11-12 00:00","74","94.6","164.6","379.91","...","...","...","4.9","kaohsiung"
"12","1017.6","1018.0","1024.8","2017-12-20 09:40","1011.7","2017-12-03 15:18","21.4","29.4","2017-12-03 13:03","15.5","2017-12-09 02:44","15.4","2.4","350","11.8","350","2017-12-24 12:41","0.5","0.8","1","0.5","2017-12-20 03:05","0.5","2017-12-20 02:40","0.5","2017-12-20 00:00","69","84.1","142.5","338.46","5","6","2017-12-13 13:00","6.3","kaohsiung"
"01","1016.3","1016.7","1026.0","2018-01-13 09:42","1009.0","2018-01-22 14:42","20.4","29.3","2018-01-28 13:25","10.4","2018-01-13 06:49","15.1","2.3","360","16.6","360","2018-01-09 04:53","23.5","33.1","7","1.5","2018-01-05 03:25","5.5","2018-01-05 03:23","11.5","2018-01-05 00:00","72","75.7","149.0","368.06","...","...","...","6.0","kaohsiung"
"02","1017.5","1017.9","1025.6","2018-02-12 09:29","1010.8","2018-02-21 15:13","19.8","31.2","2018-02-15 13:04","10.2","2018-02-06 06:29","13.4","2.5","360","13.6","360","2018-02-02 18:24","4.5","9.2","2","0.5","2018-02-11 02:03","1.0","2018-02-11 03:49","3.5","2018-02-11 00:00","67","89.0","136.8","370.30","7","10","2018-02-15 13:00","6.4","kaohsiung"
"03","1015.0","1015.4","1022.0","2018-03-11 08:11","1008.5","2018-03-20 15:54","23.5","31.0","2018-03-05 10:37","12.8","2018-03-09 02:23","16.3","2.3","310","14.9","360","2018-03-21 00:29","57.0","11.8","5","11.5","2018-03-20 07:12","19.0","2018-03-15 18:20","34.0","2018-03-15 00:00","65","136.0","255.7","585.89","...","...","...","3.7","kaohsiung"
"04","1013.2","1013.6","1021.7","2018-04-07 09:06","1007.1","2018-04-23 14:56","26.3","33.2","2018-04-23 13:38","17.4","2018-04-07 01:15","19.5","2.2","310","12.0","150","2018-04-23 11:46","9.5","3.8","4","2.5","2018-04-25 08:10","7.0","2018-04-25 08:08","7.5","2018-04-25 00:00","67","147.2","219.9","590.07","...","...","...","5.3","kaohsiung"
"05","1010.7","1011.1","1017.5","2018-05-05 08:26","1006.2","2018-05-25 16:25","29.1","33.7","2018-05-29 14:21","23.2","2018-05-09 06:31","23.4","2.1","290","10.4","320","2018-05-26 15:23","58.7","9.9","4","10.0","2018-05-08 07:01","23.0","2018-05-08 06:57","45.5","2018-05-08 00:00","72","170.9","289.3","718.07","...","...","...","4.2","kaohsiung"
"06","1005.5","1005.9","1012.0","2018-06-25 22:19","990.7","2018-06-14 19:02","29.1","34.2","2018-06-08 13:37","24.5","2018-06-20 02:35","24.3","2.2","160","18.8","180","2018-06-14 20:31","835.0","95.7","14","16.5","2018-06-15 06:02","53.5","2018-06-15 05:16","193.5","2018-06-20 00:00","75","127.1","200.8","535.82","...","...","...","6.1","kaohsiung"
"07","1004.6","1005.0","1008.7","2018-07-27 21:54","998.5","2018-07-11 05:16","29.2","33.9","2018-07-18 12:17","24.3","2018-07-03 05:24","24.4","2.0","300","11.5","360","2018-07-10 21:58","410.0","56.8","14","19.0","2018-07-19 19:46","63.0","2018-07-19 19:20","92.0","2018-07-03 00:00","76","151.7","208.6","560.38","...","...","...","6.2","kaohsiung"
"08","1003.2","1003.6","1012.9","2018-08-31 09:08","992.8","2018-08-23 06:32","28.0","34.1","2018-08-16 12:53","23.0","2018-08-23 20:37","23.9","2.2","160","19.3","200","2018-08-23 10:21","1600.5","199.5","26","28.5","2018-08-23 10:03","109.0","2018-08-23 09:54","314.5","2018-08-28 00:00","79","82.4","127.7","388.12","...","...","...","7.4","kaohsiung"
"09","1007.8","1008.1","1015.3","2018-09-17 22:46","997.1","2018-09-15 16:11","29.1","33.7","2018-09-17 12:19","25.2","2018-09-29 05:50","23.8","2.2","310","16.1","360","2018-09-29 05:50","66.0","20.0","10","7.0","2018-09-07 18:10","17.0","2018-09-06 15:42","21.5","2018-09-06 00:00","74","148.8","214.0","531.81","...","...","...","5.0","kaohsiung"
"10","1013.3","1013.7","1019.5","2018-10-20 08:49","1005.8","2018-10-04 15:07","26.8","31.2","2018-10-04 13:02","21.0","2018-10-29 05:44","20.7","2.1","310","17.9","350","2018-10-05 04:46","1.5","1.4","2","0.5","2018-10-31 15:08","1.0","2018-10-10 00:01","1.0","2018-10-10 00:00","70","140.9","222.8","499.33","...","...","...","3.9","kaohsiung"
"11","1015.8","1016.2","1021.2","2018-11-30 09:25","1009.9","2018-11-01 04:01","25.6","32.1","2018-11-19 13:34","20.8","2018-11-24 05:39","20.3","2.0","310","13.0","350","2018-11-25 22:32","2.0","1.1","2","1.5","2018-11-02 07:05","1.5","2018-11-02 07:05","1.5","2018-11-02 00:00","73","119.1","177.5","369.22","...","...","...","4.9","kaohsiung"
"12","1017.4","1017.8","1024.5","2018-12-31 09:35","1009.2","2018-12-26 14:47","23.4","32.4","2018-12-04 13:23","16.0","2018-12-29 06:52","17.5","2.2","350","9.9","360","2018-12-27 04:43","0.0","0.0","0","0.0","...","0.0","...","0.0","2019-01-09 00:00","70","111.0","200.4","369.64","...","...","...","4.0","kaohsiung"
"01","1019.2","1019.6","1024.5","2019-01-01 09:12","1014.6","2019-01-14 14:50","21.9","28.8","2019-01-31 13:13","14.6","2019-01-23 06:11","16.3","2.3","360","10.3","360","2019-01-25 16:49","2.5","4.7","4","0.6","2019-01-19 23:39","0.6","2019-01-19 23:05","1.0","2019-01-16 00:00","71","92.3","154.5","353.30","...","...","...","5.2","kaohsiung"
"02","1017.4","1017.8","1023.9","2019-02-12 08:45","1012.2","2019-02-28 15:31","23.8","31.3","2019-02-07 12:50","18.7","2019-02-25 04:00","18.2","2.4","20","12.2","310","2019-02-22 14:51","12.5","8.8","3","1.5","2019-02-04 20:22","4.0","2019-02-04 19:55","6.0","2019-02-04 00:00","71","111.3","221.1","446.40","...","...","...","3.5","kaohsiung"
"03","1014.7","1015.1","1020.1","2019-03-17 08:54","1008.7","2019-03-03 14:16","24.1","31.5","2019-03-05 11:32","17.4","2019-03-08 06:12","18.8","2.2","360","13.2","160","2019-03-05 13:26","44.0","18.8","7","10.0","2019-03-10 02:10","10.5","2019-03-10 02:05","21.0","2019-03-10 00:00","73","125.1","206.1","482.93","...","...","...","4.3","kaohsiung"
"04","1012.0","1012.3","1019.5","2019-04-02 08:02","1006.2","2019-04-30 15:59","26.9","33.3","2019-04-20 11:48","21.0","2019-04-02 02:49","21.8","2.2","350","15.0","290","2019-04-19 15:10","63.2","9.5","4","8.5","2019-04-19 15:32","20.5","2019-04-19 05:35","49.5","2019-04-19 00:00","74","150.3","237.5","568.26","...","...","...","3.9","kaohsiung"
"05","1009.3","1009.7","1014.2","2019-05-04 08:31","1005.0","2019-05-18 03:29","27.5","33.0","2019-05-26 16:13","22.2","2019-05-02 20:59","23.5","1.7","290","11.4","360","2019-05-20 16:22","196.3","35.4","14","13.0","2019-05-20 17:50","35.5","2019-05-20 17:47","63.5","2019-05-20 00:00","79","119.2","143.4","467.48","...","...","...","7.0","kaohsiung"
"06","1006.8","1007.2","1012.2","2019-06-06 10:12","999.9","2019-06-14 15:33","29.5","34.3","2019-06-18 11:16","24.4","2019-06-12 04:12","25.4","1.8","160","14.7","150","2019-06-13 22:25","357.5","37.0","17","21.0","2019-06-10 15:27","55.5","2019-06-11 04:09","66.5","2019-06-11 00:00","79","137.2","201.1","523.68","...","...","...","6.6","kaohsiung"
"07","1006.0","1006.3","1011.9","2019-07-11 11:08","994.4","2019-07-17 17:03","29.3","35.2","2019-07-31 13:14","23.7","2019-07-19 16:55","25.5","2.0","60","14.8","190","2019-07-02 21:39","500.0","70.6","18","20.0","2019-07-21 09:21","43.5","2019-07-19 16:27","85.5","2019-07-03 00:00","81","132.8","170.2","468.11","...","...","...","6.7","kaohsiung"
"08","1003.2","1003.6","1011.2","2019-08-26 21:26","984.5","2019-08-24 14:37","28.8","33.2","2019-08-11 13:55","25.0","2019-08-17 09:03","25.7","2.3","360","22.3","160","2019-08-24 17:44","726.2","116.8","21","17.5","2019-08-02 17:38","55.5","2019-08-02 17:03","104.0","2019-08-18 00:00","84","111.1","129.6","374.89","...","...","...","7.3","kaohsiung"
"09","1007.8","1008.1","1017.0","2019-09-24 21:08","997.7","2019-09-30 15:06","28.7","32.8","2019-09-20 12:37","24.5","2019-09-24 05:52","23.9","2.0","290","18.5","340","2019-09-21 10:01","247.0","28.5","8","23.0","2019-09-04 06:49","75.0","2019-09-04 06:44","130.5","2019-09-04 00:00","76","137.3","198.9","492.14","...","...","...","5.4","kaohsiung"
"10","1013.3","1013.7","1017.7","2019-10-15 09:05","1002.1","2019-10-01 00:01","27.7","31.9","2019-10-03 10:48","23.3","2019-10-29 05:43","22.1","1.9","290","19.1","330","2019-10-01 00:52","52.5","4.7","3","8.0","2019-10-12 23:01","30.5","2019-10-12 22:54","33.0","2019-10-12 00:00","72","135.8","232.7","475.91","...","...","...","3.9","kaohsiung"
"11","1014.5","1014.9","1021.1","2019-11-29 09:11","1007.6","2019-11-06 15:07","25.1","31.8","2019-11-18 13:38","19.4","2019-11-30 06:19","19.1","2.0","360","8.7","320","2019-11-17 14:24","2.0","2.7","1","0.5","2019-11-04 14:59","1.5","2019-11-04 15:07","2.0","2019-11-04 00:00","70","114.9","215.2","378.60","...","...","...","3.8","kaohsiung"
"12","1017.8","1018.2","1024.2","2019-12-31 22:15","1011.1","2019-12-26 14:44","21.8","29.6","2019-12-17 13:06","14.6","2019-12-08 06:23","16.1","2.3","360","10.4","10","2019-12-30 18:08","22.3","20.5","4","3.0","2019-12-28 22:55","5.0","2019-12-29 00:37","10.0","2019-12-29 00:00","71","86.6","171.0","400.24","...","...","...","4.9","kaohsiung"
"01","1017.8","1018.2","1026.6","2020-01-01 09:30","1008.5","2020-01-26 15:28","20.9","29.0","2020-01-23 12:07","11.7","2020-01-31 06:39","15.1","2.5","350","14.7","360","2020-01-26 18:58","26.5","22.8","4","3.5","2020-01-26 09:00","9.0","2020-01-26 08:30","18.0","2020-01-26 00:00","70","95.1","228.0","488.08","...","...","...","3.0","kaohsiung"
"02","1019.7","1020.1","1027.3","2020-02-21 09:20","1011.3","2020-02-15 15:46","21.8","29.9","2020-02-25 13:36","13.0","2020-02-17 08:18","15.7","2.3","350","12.2","180","2020-02-15 15:00","0.5","1.7","1","0.5","2020-02-17 06:43","0.5","2020-02-17 05:53","0.5","2020-02-17 00:00","69","112.2","218.7","525.74","...","...","...","3.5","kaohsiung"
"03","1014.6","1015.0","1021.3","2020-03-16 08:36","1007.0","2020-03-09 14:50","24.7","32.0","2020-03-26 11:34","18.1","2020-03-15 06:14","19.0","2.2","310","11.4","170","2020-03-26 15:33","29.0","4.3","3","8.5","2020-03-10 10:02","19.0","2020-03-10 09:44","19.0","2020-03-10 00:00","71","141.9","227.8","605.87","...","...","...","3.9","kaohsiung"
"04","1014.9","1015.3","1019.8","2020-04-02 10:28","1010.5","2020-04-21 14:47","25.0","31.0","2020-04-19 12:06","17.1","2020-04-13 05:17","18.7","2.5","290","13.3","360","2020-04-12 21:02","34.5","9.9","2","2.5","2020-04-06 22:47","8.0","2020-04-07 01:30","22.0","2020-04-07 00:00","69","147.8","218.3","644.55","...","...","...","4.6","kaohsiung"
"05","1009.1","1009.5","1014.1","2020-05-01 08:21","1001.9","2020-05-17 16:28","28.6","34.5","2020-05-16 13:25","23.3","2020-05-20 13:19","24.5","2.1","290","15.1","280","2020-05-22 15:36","748.0","64.7","9","13.5","2020-05-22 16:04","47.5","2020-05-27 06:27","288.0","2020-05-27 00:00","79","147.7","221.0","650.29","...","...","...","5.4","kaohsiung"
"06","1008.9","1009.2","1014.6","2020-06-14 22:25","1003.5","2020-06-12 16:48","30.3","35.9","2020-06-12 14:06","25.2","2020-06-08 14:59","25.4","2.2","160","16.9","180","2020-06-29 04:01","163.0","11.6","6","19.0","2020-06-06 12:45","53.5","2020-06-29 03:40","72.0","2020-06-29 00:00","75","169.2","287.6","774.75","...","...","...","4.9","kaohsiung"
"07","1008.3","1008.6","1012.3","2020-07-03 22:10","1003.9","2020-07-15 03:27","30.5","34.5","2020-07-23 13:37","25.3","2020-07-28 18:08","25.9","1.8","290","10.2","310","2020-07-16 12:36","146.5","23.5","14","13.5","2020-07-15 09:59","44.0","2020-07-15 09:34","95.0","2020-07-15 00:00","76","173.6","244.2","705.23","...","...","...","5.7","kaohsiung"
"08","1007.1","1007.5","1014.6","2020-08-12 21:58","1001.4","2020-08-31 14:37","29.1","34.9","2020-08-10 11:22","24.5","2020-08-14 22:51","25.6","2.1","160","19.2","160","2020-08-27 17:28","915.0","81.3","22","22.5","2020-08-14 21:44","75.5","2020-08-26 10:34","295.0","2020-08-26 00:00","82","123.1","182.5","567.13","...","...","...","6.5","kaohsiung"
"09","1008.9","1009.2","1014.2","2020-09-18 21:47","1001.0","2020-09-01 03:54","29.7","35.0","2020-09-06 13:50","24.4","2020-09-07 05:16","24.6","2.0","310","13.0","320","2020-09-01 13:38","27.5","4.5","6","6.5","2020-09-19 18:50","15.0","2020-09-19 17:53","19.5","2020-09-19 00:00","75","167.9","263.3","680.53","...","...","...","4.2","kaohsiung"
"10","1011.4","1011.8","1017.0","2020-10-29 08:14","1004.5","2020-10-22 14:25","27.9","33.4","2020-10-22 13:13","21.4","2020-10-23 00:33","22.8","1.9","300","10.9","360","2020-10-22 19:23","9.5","5.6","3","1.5","2020-10-22 22:13","5.0","2020-10-22 21:37","5.5","2020-10-22 00:00","74","126.5","178.9","506.19","...","...","...","5.2","kaohsiung"
"11","1015.3","1015.7","1020.3","2020-11-30 09:56","1006.6","2020-11-06 15:05","25.8","30.9","2020-11-20 11:14","21.1","2020-11-29 06:51","20.7","2.0","310","15.2","160","2020-11-07 06:36","55.0","15.4","3","2.5","2020-11-07 00:18","10.0","2020-11-07 00:01","38.0","2020-11-07 00:00","74","103.3","161.1","403.46","6","8","2020-11-01 12:00","5.2","kaohsiung"
"12","1016.3","1016.7","1024.4","2020-12-31 09:06","1009.1","2020-12-27 15:49","22.3","28.6","2020-12-29 11:17","13.3","2020-12-31 05:47","16.7","2.4","350","12.5","350","2020-12-30 11:09","7.5","12.9","3","2.0","2020-12-27 11:31","4.5","2020-12-27 10:41","4.5","2020-12-27 00:00","71","92.4","134.8","365.42","...","...","...","5.7","kaohsiung"
"01","1017.8","1018.2","1024.2","2021-01-01 07:48","1008.3","2021-01-22 17:32","18.3","26.3","2021-01-04 13:10","10.3","2021-01-09 03:19","12.5","2.6","20","11.9","340","2021-01-11 21:36","1.0","2.6","1","0.5","2021-01-22 13:54","0.5","2021-01-22 13:20","1.0","2021-01-22 00:00","69","95.6","204.1","408.76","...","...","...","3.8","kaohsiung"
"02","1015.9","1016.3","1024.0","2021-02-19 09:21","1006.9","2021-02-26 15:32","20.8","27.3","2021-02-26 10:33","15.0","2021-02-20 06:12","15.4","2.3","310","15.9","330","2021-02-11 04:23","27.9","12.7","3","3.5","2021-02-23 19:15","10.5","2021-02-23 18:52","17.5","2021-02-23 00:00","72","105.2","228.6","470.92","...","...","...","2.6","kaohsiung"
"03","1014.6","1015.0","1021.5","2021-03-22 22:15","1005.6","2021-03-30 15:33","23.6","30.2","2021-03-17 13:40","17.5","2021-03-22 05:37","18.5","2.2","310","10.3","350","2021-03-21 23:40","0.0","0.0","0","0.0","...","0.0","...","0.0","...","73","143.6","239.4","543.95","...","...","...","2.9","kaohsiung"
"04","1012.5","1012.9","1019.2","2021-04-11 09:12","1004.1","2021-04-23 16:32","25.4","30.5","2021-04-23 13:36","20.0","2021-04-10 05:32","20.5","2.3","310","12.0","330","2021-04-23 14:34","36.0","17.5","5","2.5","2021-04-26 07:46","11.0","2021-04-29 08:02","21.0","2021-04-29 00:00","75","146.8","191.1","539.88","...","...","...","4.2","kaohsiung"
"05","1009.9","1010.3","1015.6","2021-05-06 08:54","1003.7","2021-05-31 04:00","29.1","33.6","2021-05-14 12:26","23.0","2021-05-01 04:50","24.4","2.2","160","11.1","140","2021-05-15 13:59","31.0","5.3","3","11.0","2021-05-30 21:17","19.0","2021-05-30 21:17","21.0","2021-05-30 00:00","76","196.0","282.1","741.30","...","...","...","4.0","kaohsiung"
"06","1007.1","1007.5","1011.9","2021-06-12 23:32","1001.3","2021-06-04 16:10","28.2","33.8","2021-06-03 13:35","24.1","2021-06-23 11:25","25.2","2.0","80","13.9","190","2021-06-06 02:14","911.0","110.0","22","34.5","2021-06-06 07:25","108.5","2021-06-06 07:01","264.0","2021-06-06 00:00","84","112.4","148.7","495.67","...","...","...","7.1","kaohsiung"
