"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"10","1013.0","1015.2","1021.4","2015-10-31 09:41","1005.0","2015-10-20 14:50","25.2","31.6","2015-10-05 13:46","18.8","2015-10-14 06:01","21.1","3.1","240","15.2","40","2015-10-09 19:15","96.5","79.5","14","6.5","2015-10-09 05:39","10.5","2015-10-09 05:10","20.0","2015-10-31 00:00","79","99.8","128.1","342.35","...","...","...","7.3","hualien"
"11","1016.2","1018.4","1024.9","2015-11-27 08:29","1010.9","2015-11-16 15:37","23.6","29.8","2015-11-06 10:46","14.6","2015-11-28 04:33","20.3","3.0","240","18.3","50","2015-11-26 01:40","300.0","121.8","19","9.0","2015-11-21 02:07","24.0","2015-11-21 01:48","66.5","2015-11-21 00:00","83","74.6","130.8","288.50","...","...","...","7.1","hualien"
"12","1018.6","1020.8","1027.3","2015-12-31 21:05","1007.2","2015-12-10 04:58","20.4","27.1","2015-12-02 11:33","13.5","2015-12-18 03:59","16.5","3.3","40","18.0","60","2015-12-03 05:55","103.0","67.0","12","4.0","2015-12-13 20:58","16.0","2015-12-13 20:52","36.5","2015-12-09 00:00","79","63.9","58.9","187.02","...","...","...","8.6","hualien"
"01","1018.2","1020.5","1032.0","2016-01-25 09:10","1002.3","2016-01-17 14:21","18.2","26.3","2016-01-05 14:15","7.9","2016-01-25 00:14","15.3","2.9","40","18.8","40","2016-01-23 08:25","159.5","200.3","25","4.5","2016-01-29 13:23","18.0","2016-01-29 13:06","32.5","2016-01-29 00:00","84","37.7","32.1","149.21","...","...","...","9.3","hualien"
"02","1019.8","1022.1","1030.4","2016-02-25 09:32","1008.4","2016-02-13 14:43","17.8","27.1","2016-02-13 14:33","11.6","2016-02-09 06:46","13.3","3.6","40","21.0","30","2016-02-06 04:10","25.0","61.4","10","1.0","2016-02-17 07:37","3.0","2016-02-17 07:36","9.5","2016-02-17 00:00","76","56.1","48.9","231.97","...","...","...","8.6","hualien"
"03","1016.2","1018.5","1027.1","2016-03-01 00:01","1006.9","2016-03-18 15:42","19.0","26.8","2016-03-31 12:12","12.7","2016-03-28 05:44","15.4","2.9","40","16.9","60","2016-03-14 02:40","126.5","119.2","18","2.0","2016-03-18 21:13","5.5","2016-03-10 16:20","38.5","2016-03-10 00:00","80","57.5","74.5","265.30","...","...","...","8.7","hualien"
"04","1010.2","1012.4","1019.7","2016-04-19 09:13","1000.8","2016-04-13 14:28","24.4","30.5","2016-04-22 09:57","19.0","2016-04-18 18:21","21.2","2.7","30","16.0","190","2016-04-21 12:57","64.0","71.5","11","3.5","2016-04-14 10:09","5.5","2016-04-14 09:25","24.0","2016-04-14 00:00","83","81.8","114.7","370.56","...","...","...","8.0","hualien"
"05","1008.5","1010.7","1014.6","2016-05-13 22:51","1001.8","2016-05-10 16:42","26.5","32.5","2016-05-31 11:41","20.6","2016-05-16 20:07","23.2","2.7","240","17.8","50","2016-05-16 12:46","174.0","76.3","16","7.5","2016-05-27 18:33","21.0","2016-05-27 15:42","55.0","2016-05-27 00:00","82","116.4","150.1","472.21","...","...","...","7.3","hualien"
"06","1006.3","1008.5","1013.0","2016-06-29 22:53","1000.1","2016-06-12 17:46","28.3","33.4","2016-06-05 10:36","24.1","2016-06-14 03:53","25.0","2.8","230","13.6","170","2016-06-28 13:57","169.0","59.0","15","16.5","2016-06-26 18:05","37.0","2016-06-25 18:20","39.0","2016-06-25 00:00","83","126.0","233.3","541.54","...","...","...","5.3","hualien"
"07","1005.4","1007.6","1010.2","2016-07-20 21:48","994.0","2016-07-08 14:55","29.2","34.1","2016-07-27 12:52","25.0","2016-07-08 06:42","25.6","2.9","230","17.9","190","2016-07-09 17:54","337.0","44.5","10","17.0","2016-07-09 00:18","60.5","2016-07-09 00:01","200.0","2016-07-08 00:00","81","155.2","294.8","660.07","...","...","...","4.0","hualien"
"08","1002.2","1004.4","1008.5","2016-08-03 22:06","996.7","2016-08-13 04:33","28.5","34.1","2016-08-24 11:42","24.0","2016-08-31 00:19","24.9","2.7","240","22.8","300","2016-08-13 04:49","284.5","42.2","12","21.5","2016-08-13 04:19","69.5","2016-08-13 04:07","92.5","2016-08-13 00:00","81","133.7","220.0","552.67","...","...","...","5.6","hualien"
"09","1004.8","1007.0","1014.6","2016-09-21 08:33","950.7","2016-09-27 13:42","27.3","33.5","2016-09-05 11:41","23.0","2016-09-16 05:26","23.7","3.5","30","44.2","10","2016-09-27 11:17","861.5","131.5","16","20.0","2016-09-09 16:22","75.5","2016-09-09 16:08","187.5","2016-09-27 00:00","81","85.5","125.7","395.59","...","...","...","7.9","hualien"
"10","1010.3","1012.5","1022.3","2016-10-30 09:01","1002.6","2016-10-03 15:07","26.6","32.1","2016-10-15 11:51","22.7","2016-10-31 05:44","22.9","2.8","30","16.4","20","2016-10-12 21:56","680.2","120.1","20","24.0","2016-10-06 03:16","74.5","2016-10-06 02:39","268.5","2016-10-07 00:00","81","78.5","142.8","505.64","...","...","...","7.2","hualien"
"11","1015.6","1017.9","1023.9","2016-11-29 08:33","1009.0","2016-11-05 13:52","23.2","29.5","2016-11-19 12:02","19.2","2016-11-27 16:11","18.4","3.4","40","19.9","40","2016-11-09 03:14","185.0","89.7","13","6.0","2016-11-22 13:33","15.0","2016-11-07 05:50","54.0","2016-11-07 00:00","75","64.1","92.7","364.74","...","...","...","7.7","hualien"
"12","1018.0","1020.2","1025.7","2016-12-16 09:23","1010.3","2016-12-13 14:19","21.0","27.7","2016-12-04 13:31","14.4","2016-12-16 06:24","15.6","3.2","40","22.1","30","2016-12-27 20:51","43.0","33.3","8","5.5","2016-12-31 20:30","8.5","2016-12-31 20:25","21.0","2016-12-11 00:00","72","60.4","88.4","293.45","...","...","...","8.2","hualien"
"01","1018.4","1020.7","1027.6","2017-01-23 09:14","1008.0","2017-01-07 15:17","19.6","26.9","2017-01-30 11:47","13.3","2017-01-27 04:15","14.9","2.9","240","18.4","50","2017-01-20 16:26","19.0","50.3","11","1.0","2017-01-03 16:30","2.0","2017-01-25 02:36","3.5","2017-01-25 00:00","75","55.3","70.1","284.37","...","...","...","8.6","hualien"
"02","1018.8","1021.1","1029.8","2017-02-14 09:23","1010.0","2017-02-05 04:09","18.6","26.7","2017-02-22 10:16","11.2","2017-02-11 06:35","13.3","3.4","40","17.1","60","2017-02-01 23:08","51.5","78.3","14","4.5","2017-02-04 08:12","11.5","2017-02-04 08:39","21.0","2017-02-04 00:00","72","52.4","51.6","240.94","...","...","...","9.0","hualien"
"03","1015.0","1017.3","1024.2","2017-03-27 09:13","1006.2","2017-03-06 02:42","19.6","27.7","2017-03-31 12:05","14.1","2017-03-08 01:47","15.8","2.7","240","18.9","40","2017-03-11 00:23","76.0","140.3","17","1.5","2017-03-10 04:55","2.5","2017-03-21 09:15","17.0","2017-03-08 00:00","79","47.3","47.7","246.49","...","...","...","9.5","hualien"
"04","1011.7","1013.9","1023.2","2017-04-03 08:25","1001.5","2017-04-10 15:39","22.6","30.2","2017-04-21 11:58","13.6","2017-04-02 05:10","18.1","2.7","240","18.9","40","2017-04-21 21:58","106.2","88.8","16","7.5","2017-04-21 16:33","12.0","2017-04-21 16:27","24.5","2017-04-22 00:00","77","73.3","103.8","439.71","...","...","...","8.3","hualien"
"05","1009.0","1011.2","1015.1","2017-05-05 22:06","1001.6","2017-05-31 15:43","25.2","31.6","2017-05-09 11:53","20.6","2017-05-17 02:53","21.4","2.5","240","14.8","30","2017-05-24 19:57","144.5","114.0","20","2.5","2017-05-15 21:20","6.5","2017-05-30 12:54","20.5","2017-05-15 00:00","80","80.2","108.6","487.78","...","...","...","8.2","hualien"
"06","1005.5","1007.7","1010.6","2017-06-27 20:54","996.8","2017-06-02 02:36","27.6","34.2","2017-06-26 12:55","23.1","2017-06-15 04:31","23.7","2.4","80","13.7","40","2017-06-17 17:15","211.0","114.1","14","9.5","2017-06-27 17:59","14.0","2017-06-27 17:53","62.0","2017-06-03 00:00","80","111.2","174.9","616.66","...","...","...","7.1","hualien"
"07","1006.5","1008.7","1014.0","2017-07-16 19:33","974.3","2017-07-29 19:05","29.1","34.5","2017-07-28 10:59","24.4","2017-07-31 05:41","23.8","3.5","170","35.2","220","2017-07-29 18:38","153.5","49.8","9","7.0","2017-07-29 23:04","25.0","2017-07-29 22:31","71.0","2017-07-29 00:00","74","181.9","273.8","720.50","...","...","...","5.0","hualien"
"08","1005.2","1007.4","1011.3","2017-08-27 21:25","998.5","2017-08-21 17:41","29.4","34.3","2017-08-08 13:23","24.5","2017-08-23 00:17","24.1","2.2","240","15.3","40","2017-08-21 13:09","138.0","20.9","4","19.5","2017-08-22 04:53","33.5","2017-08-22 04:49","117.0","2017-08-22 00:00","74","180.8","289.6","603.18","...","...","...","3.6","hualien"
"09","1007.7","1009.9","1015.6","2017-09-30 09:53","1001.7","2017-09-02 13:47","28.6","33.4","2017-09-22 13:01","23.8","2017-09-19 04:59","24.1","2.4","240","13.2","160","2017-09-06 14:59","126.0","28.9","5","11.5","2017-09-29 19:22","27.0","2017-09-13 20:07","60.0","2017-09-01 00:00","77","143.7","228.4","590.64","...","...","...","5.1","hualien"
"10","1010.9","1013.1","1021.2","2017-10-30 08:34","1001.9","2017-10-14 03:20","25.9","32.6","2017-10-02 12:45","19.6","2017-10-28 05:00","20.9","3.6","40","20.0","40","2017-10-13 16:57","753.0","120.2","13","14.0","2017-10-14 13:00","50.0","2017-10-13 19:48","220.0","2017-10-15 00:00","75","101.9","138.5","399.27","...","...","...","7.6","hualien"
"11","1014.7","1016.9","1022.7","2017-11-24 09:27","1006.1","2017-11-18 04:46","23.4","30.0","2017-11-02 12:20","17.9","2017-11-24 21:51","19.4","2.4","30","19.1","30","2017-11-18 19:26","99.0","98.3","18","2.5","2017-11-10 20:53","8.0","2017-11-10 20:46","23.0","2017-11-09 00:00","78","72.0","82.1","296.23","...","...","...","8.4","hualien"
"12","1018.6","1020.9","1027.6","2017-12-21 08:32","1012.1","2017-12-24 14:26","19.4","26.4","2017-12-03 09:51","14.5","2017-12-09 03:38","14.1","3.9","40","22.6","40","2017-12-16 16:51","70.5","57.6","15","4.5","2017-12-27 01:09","13.5","2017-12-27 00:36","19.0","2017-12-27 00:00","73","71.5","43.0","246.97","4","6","2017-12-28 13:00","9.3","hualien"
"01","1016.8","1019.1","1028.0","2018-01-13 08:31","1009.0","2018-01-22 03:26","18.2","24.9","2018-01-18 14:10","10.4","2018-01-13 07:22","13.8","3.0","30","17.6","40","2018-01-28 22:13","96.0","105.5","16","2.5","2018-01-08 19:30","5.5","2018-01-06 20:59","27.0","2018-01-07 00:00","76","47.2","53.0","279.72","4","6","2018-01-14 13:00","8.8","hualien"
"02","1017.6","1019.9","1026.9","2018-02-12 09:41","1007.9","2018-02-28 14:37","17.6","26.6","2018-02-28 12:19","10.6","2018-02-06 01:01","13.4","3.0","50","17.5","50","2018-02-01 00:03","61.0","87.3","14","3.5","2018-02-23 15:37","9.5","2018-02-23 15:25","17.0","2018-02-07 00:00","77","56.2","64.0","147.23","4","8","2018-02-15 13:00","8.6","hualien"
"03","1014.5","1016.7","1022.8","2018-03-11 09:32","1004.3","2018-03-20 14:48","21.0","29.0","2018-03-05 12:52","11.8","2018-03-10 03:31","16.3","2.9","50","19.0","50","2018-03-05 21:24","67.5","47.5","13","6.5","2018-03-27 17:39","13.5","2018-03-27 17:32","19.5","2018-03-27 00:00","75","89.8","110.6","437.56","...","...","...","8.0","hualien"
"04","1012.8","1015.0","1022.9","2018-04-07 09:09","1004.9","2018-04-24 03:21","22.8","30.0","2018-04-30 12:22","15.0","2018-04-09 05:43","17.7","3.0","250","20.5","70","2018-04-06 21:14","31.0","50.8","11","4.5","2018-04-23 16:10","9.5","2018-04-23 15:54","11.0","2018-04-23 00:00","74","110.5","117.2","433.01","...","...","...","7.8","hualien"
"05","1009.1","1011.3","1018.2","2018-05-04 21:47","1002.7","2018-05-08 02:49","27.0","34.3","2018-05-29 12:46","19.9","2018-05-04 08:01","22.2","2.8","170","15.0","30","2018-05-03 07:46","25.7","30.6","10","3.5","2018-05-16 19:30","6.5","2018-05-16 19:30","7.5","2018-05-08 00:00","75","162.7","221.1","642.81","...","...","...","5.5","hualien"
"06","1004.0","1006.2","1011.6","2018-06-01 21:55","993.9","2018-06-15 15:12","27.8","34.1","2018-06-21 12:18","23.2","2018-06-01 18:59","23.6","2.5","260","17.6","200","2018-06-18 15:00","122.5","65.4","16","9.5","2018-06-10 15:05","28.0","2018-06-10 15:01","41.0","2018-06-10 00:00","78","123.5","161.1","529.12","...","...","...","7.0","hualien"
"07","1002.9","1005.0","1008.3","2018-07-13 22:30","990.0","2018-07-11 01:38","28.8","36.3","2018-07-10 14:14","24.7","2018-07-10 04:45","23.4","2.5","270","16.1","170","2018-07-11 15:37","36.5","26.0","9","5.0","2018-07-17 03:56","7.5","2018-07-17 03:15","13.0","2018-07-17 00:00","73","165.4","225.3","605.73","...","...","...","5.5","hualien"
"08","1001.0","1003.2","1011.6","2018-08-31 10:05","991.8","2018-08-23 14:42","28.5","35.1","2018-08-04 12:42","24.1","2018-08-30 02:27","24.2","2.5","270","17.3","200","2018-08-27 12:13","317.0","77.2","16","16.5","2018-08-14 15:46","41.5","2018-08-14 15:39","76.0","2018-08-14 00:00","79","132.7","189.7","532.38","...","...","...","6.4","hualien"
"09","1007.1","1009.3","1014.6","2018-09-17 22:30","998.9","2018-09-28 15:32","27.7","33.3","2018-09-14 11:45","21.3","2018-09-30 02:15","23.7","2.9","270","20.2","50","2018-09-24 17:42","199.0","57.2","11","15.0","2018-09-15 07:12","24.5","2018-09-15 10:06","80.5","2018-09-15 00:00","80","139.7","228.6","565.04","...","...","...","5.1","hualien"
"10","1013.3","1015.5","1019.7","2018-10-20 08:27","1003.1","2018-10-04 13:17","24.2","30.8","2018-10-05 11:52","15.8","2018-10-29 04:58","19.0","3.1","70","17.3","80","2018-10-11 13:03","133.5","102.8","13","7.0","2018-10-26 20:10","13.0","2018-10-26 20:10","25.5","2018-10-09 00:00","73","98.6","117.8","357.64","...","...","...","7.5","hualien"
"11","1015.9","1018.1","1022.3","2018-11-29 09:24","1009.4","2018-11-12 13:43","22.8","29.1","2018-11-10 13:06","17.9","2018-11-28 23:36","18.6","2.6","270","16.4","60","2018-11-22 14:10","249.5","76.8","16","17.0","2018-11-10 02:06","54.5","2018-11-10 01:45","85.5","2018-11-10 00:00","78","59.9","91.8","255.14","...","...","...","7.7","hualien"
"12","1018.1","1020.4","1027.5","2018-12-30 08:31","1007.5","2018-12-26 14:06","21.0","29.2","2018-12-04 11:55","13.3","2018-12-19 06:31","16.3","3.6","70","18.1","50","2018-12-29 08:40","49.0","60.3","13","4.5","2018-12-23 10:33","10.0","2018-12-23 09:48","15.0","2018-12-23 00:00","75","68.2","107.0","301.87","...","...","...","7.5","hualien"
"01","1019.4","1021.7","1027.2","2019-01-01 08:50","1013.1","2019-01-11 14:34","20.0","26.8","2019-01-05 12:31","14.6","2019-01-28 06:08","15.7","3.2","60","17.6","80","2019-01-26 09:09","71.0","100.9","18","3.5","2019-01-25 19:07","7.0","2019-01-25 18:49","14.5","2019-01-29 00:00","77","61.0","57.9","274.43","...","...","...","8.7","hualien"
"02","1016.7","1018.9","1025.3","2019-02-11 21:06","1010.9","2019-02-27 16:03","21.0","27.9","2019-02-20 13:24","16.0","2019-02-02 06:57","17.4","2.8","70","13.9","60","2019-02-01 00:21","52.5","84.1","16","4.5","2019-02-03 22:09","9.0","2019-02-03 21:18","18.0","2019-02-03 00:00","80","58.8","76.6","314.06","...","...","...","8.3","hualien"
"03","1013.9","1016.2","1021.9","2019-03-16 09:13","1004.8","2019-03-29 04:08","20.9","29.0","2019-03-29 11:17","14.3","2019-03-08 01:13","16.3","2.9","260","15.2","70","2019-03-23 18:36","92.5","154.2","19","1.5","2019-03-10 03:02","4.0","2019-03-10 02:37","26.0","2019-03-07 00:00","75","64.7","85.4","304.22","...","...","...","8.3","hualien"
"04","1010.4","1012.6","1021.6","2019-04-01 08:36","1001.6","2019-04-30 16:31","24.5","32.2","2019-04-24 13:20","17.7","2019-04-02 03:42","20.0","2.7","50","14.7","200","2019-04-09 14:20","73.5","63.5","14","5.0","2019-04-27 02:22","8.5","2019-04-27 09:40","42.0","2019-04-27 00:00","76","105.3","155.6","509.33","...","...","...","7.1","hualien"
"05","1008.5","1010.7","1015.6","2019-05-03 21:11","1000.9","2019-05-18 03:11","24.4","32.5","2019-05-19 12:31","18.8","2019-05-02 20:27","20.6","2.5","270","15.3","100","2019-05-20 20:29","218.0","134.4","21","5.5","2019-05-15 15:30","14.5","2019-05-15 15:07","38.5","2019-05-24 00:00","80","82.6","82.4","469.81","...","...","...","8.5","hualien"
"06","1004.3","1006.4","1010.5","2019-06-05 22:37","996.2","2019-06-14 04:22","27.7","33.3","2019-06-07 12:59","21.5","2019-06-16 04:17","24.1","2.2","240","11.9","170","2019-06-07 14:44","164.5","85.7","14","8.5","2019-06-24 06:15","18.5","2019-06-24 05:34","51.5","2019-06-12 00:00","81","126.0","148.8","466.38","...","...","...","7.1","hualien"
"07","1003.5","1005.6","1009.2","2019-07-28 21:47","991.6","2019-07-18 17:20","29.3","34.7","2019-07-17 14:00","24.4","2019-07-21 10:51","24.7","2.7","240","17.6","180","2019-07-02 15:58","66.5","29.0","12","8.5","2019-07-27 23:41","9.5","2019-07-26 22:07","12.0","2019-07-27 00:00","77","171.6","236.3","478.16","...","...","...","5.7","hualien"
"08","1001.6","1003.8","1011.1","2019-08-26 20:46","983.9","2019-08-09 07:56","28.9","35.6","2019-08-08 11:22","24.1","2019-08-19 01:14","24.6","2.6","240","19.7","180","2019-08-25 00:26","289.0","70.5","13","12.5","2019-08-24 21:45","30.0","2019-08-24 21:41","152.0","2019-08-24 00:00","78","164.5","218.8","425.52","...","...","...","5.7","hualien"
"09","1007.0","1009.2","1017.6","2019-09-24 21:32","992.7","2019-09-30 15:27","27.4","34.2","2019-09-18 11:53","21.7","2019-09-26 03:53","22.4","3.0","230","26.3","20","2019-09-30 15:56","228.0","69.2","13","10.5","2019-09-05 18:00","31.0","2019-09-05 17:47","61.5","2019-09-21 00:00","75","129.9","180.3","357.64","...","...","...","5.9","hualien"
"10","1013.0","1015.2","1019.6","2019-10-15 09:14","994.8","2019-10-01 00:03","25.3","31.6","2019-10-02 12:13","20.7","2019-10-23 00:38","20.0","2.9","40","18.8","70","2019-10-15 11:09","157.0","32.5","7","11.5","2019-10-31 23:02","38.5","2019-10-31 19:45","134.5","2019-10-31 00:00","73","116.6","130.2","258.34","...","...","...","7.2","hualien"
"11","1015.1","1017.3","1022.6","2019-11-26 08:39","1008.1","2019-11-06 14:40","22.9","29.5","2019-11-03 11:31","17.2","2019-11-10 05:36","17.2","3.7","30","20.1","40","2019-11-28 13:16","109.5","36.3","9","25.0","2019-11-01 02:11","52.0","2019-11-01 01:57","82.5","2019-11-01 00:00","71","92.3","95.5","167.76","...","...","...","7.6","hualien"
"12","1018.0","1020.3","1027.0","2019-12-31 21:10","1010.0","2019-12-22 13:57","20.2","27.1","2019-12-17 12:16","13.6","2019-12-09 03:06","15.4","3.2","40","19.4","30","2019-12-02 08:05","133.0","136.5","16","9.0","2019-12-24 22:55","13.0","2019-12-24 22:05","37.0","2019-12-29 00:00","75","76.1","93.5","183.40","...","...","...","8.1","hualien"
"01","1017.2","1019.5","1027.8","2020-01-02 08:47","1005.4","2020-01-26 16:41","19.5","27.2","2020-01-24 12:57","11.6","2020-01-31 06:35","15.2","2.6","240","14.4","50","2020-01-12 06:23","50.7","67.2","15","6.0","2020-01-17 01:18","11.0","2020-01-17 00:31","16.0","2020-01-17 00:00","77","52.9","90.5","179.70","...","...","...","8.2","hualien"
"02","1019.5","1021.8","1028.4","2020-02-18 09:06","1010.7","2020-02-16 03:43","19.6","27.8","2020-02-26 13:58","12.1","2020-02-01 02:59","14.8","2.8","240","18.7","40","2020-02-16 13:13","18.6","49.4","9","2.0","2020-02-28 20:15","5.0","2020-02-28 19:34","5.0","2020-02-28 00:00","74","64.4","83.7","225.75","...","...","...","8.1","hualien"
"03","1013.8","1016.0","1022.6","2020-03-16 10:18","1000.6","2020-03-09 14:51","21.4","29.5","2020-03-22 12:20","15.1","2020-03-15 03:50","17.6","2.8","240","19.4","130","2020-03-27 15:54","119.1","80.3","17","15.5","2020-03-27 16:14","43.0","2020-03-27 15:27","67.0","2020-03-27 00:00","80","74.8","91.7","282.51","...","...","...","8.3","hualien"
"04","1014.4","1016.7","1019.6","2020-04-05 09:13","1006.2","2020-04-19 15:34","21.5","30.1","2020-04-18 13:05","15.0","2020-04-13 04:29","17.6","2.9","30","15.3","30","2020-04-12 07:21","57.0","92.2","14","3.0","2020-04-28 13:16","4.5","2020-04-12 03:01","8.5","2020-04-24 00:00","79","73.4","66.9","242.48","...","...","...","8.8","hualien"
"05","1007.1","1009.3","1013.8","2020-05-13 21:49","999.7","2020-05-22 14:52","26.1","32.8","2020-05-31 12:31","22.0","2020-05-01 04:27","22.8","2.3","230","17.6","180","2020-05-17 09:45","171.5","150.5","21","5.5","2020-05-09 04:49","11.0","2020-05-09 03:22","31.0","2020-05-09 00:00","83","97.6","118.2","385.97","...","...","...","7.8","hualien"
"06","1006.0","1008.2","1012.2","2020-06-14 23:19","1000.9","2020-06-30 15:57","29.3","34.7","2020-06-25 14:42","24.6","2020-06-07 18:31","24.4","2.7","240","14.6","170","2020-06-13 12:58","53.5","14.0","6","11.0","2020-06-07 14:13","25.5","2020-06-07 14:07","48.5","2020-06-07 00:00","75","184.5","254.7","643.04","...","...","...","5.2","hualien"
"07","1006.0","1008.2","1011.2","2020-07-21 22:20","999.9","2020-07-09 14:19","29.5","35.3","2020-07-16 11:56","24.6","2020-07-20 04:22","24.7","2.9","230","13.0","160","2020-07-05 13:22","105.0","32.1","10","11.0","2020-07-01 17:25","26.0","2020-07-01 17:20","28.5","2020-07-01 00:00","76","192.8","273.5","675.77","...","...","...","4.9","hualien"
"08","1005.2","1007.4","1013.7","2020-08-12 22:05","997.8","2020-08-31 17:05","29.1","34.1","2020-08-15 13:17","24.0","2020-08-22 04:27","24.1","2.8","150","14.6","180","2020-08-03 22:08","101.5","30.2","10","11.5","2020-08-22 17:11","19.5","2020-08-04 19:32","68.5","2020-08-22 00:00","75","169.4","254.6","612.52","...","...","...","5.2","hualien"
"09","1007.6","1009.8","1012.5","2020-09-18 21:02","997.9","2020-09-01 04:02","27.4","34.0","2020-09-03 10:42","22.4","2020-09-27 00:33","22.7","2.8","240","13.0","170","2020-09-17 13:21","107.0","41.0","13","15.5","2020-09-03 20:01","39.5","2020-09-03 19:47","41.0","2020-09-03 00:00","76","126.0","155.5","390.02","...","...","...","7.3","hualien"
"10","1012.2","1014.4","1019.0","2020-10-30 21:04","1004.0","2020-10-22 03:24","25.3","32.0","2020-10-12 12:33","19.3","2020-10-31 06:03","20.3","3.0","20","16.3","40","2020-10-23 12:17","259.0","97.7","15","10.5","2020-10-17 04:20","30.0","2020-10-17 04:16","69.5","2020-10-17 00:00","74","88.7","77.9","245.93","...","...","...","8.4","hualien"
"11","1016.4","1018.6","1023.6","2020-11-30 09:35","1008.2","2020-11-19 14:45","23.5","29.4","2020-11-07 10:52","18.9","2020-11-29 22:41","19.6","3.4","30","19.6","40","2020-11-03 11:04","146.0","119.1","21","5.0","2020-11-06 22:55","8.0","2020-11-24 22:33","25.5","2020-11-24 00:00","79","69.8","88.7","213.65","...","...","...","8.4","hualien"
"12","1017.1","1019.4","1026.8","2020-12-31 09:04","1008.6","2020-12-29 14:40","20.2","26.8","2020-12-10 12:02","11.4","2020-12-31 08:00","16.8","3.7","40","22.2","30","2020-12-30 03:01","84.0","104.5","18","4.5","2020-12-14 06:55","9.5","2020-12-01 02:56","24.0","2020-12-01 00:00","81","57.7","31.1","123.24","...","...","...","9.3","hualien"
"01","1018.3","1020.6","1024.7","2021-01-01 08:27","1006.7","2021-01-22 14:14","16.6","23.8","2021-01-22 10:18","8.9","2021-01-13 05:25","12.8","3.6","40","21.6","120","2021-01-17 11:00","54.5","109.4","14","2.5","2021-01-19 04:38","5.0","2021-01-19 04:19","10.5","2021-01-11 00:00","79","60.0","70.8","251.77","...","...","...","8.2","hualien"
"02","1015.6","1017.8","1025.8","2021-02-18 21:38","1004.9","2021-02-11 13:46","19.5","26.2","2021-02-25 12:56","12.1","2021-02-20 05:58","15.4","3.3","240","19.2","40","2021-02-17 09:58","35.0","69.4","10","2.0","2021-02-10 17:52","5.0","2021-02-11 05:56","13.0","2021-02-11 00:00","78","74.8","114.5","352.03","...","...","...","6.9","hualien"
"03","1014.1","1016.4","1023.9","2021-03-22 21:20","1003.0","2021-03-30 04:00","21.5","28.7","2021-03-28 14:56","14.4","2021-03-23 05:05","18.7","3.1","40","19.5","50","2021-03-02 09:25","23.5","53.9","11","2.5","2021-03-23 03:49","4.5","2021-03-23 03:49","5.0","2021-03-23 00:00","84","84.3","103.6","376.21","...","...","...","8.1","hualien"
"04","1012.4","1014.6","1019.3","2021-04-11 07:53","1003.1","2021-04-23 02:37","22.7","29.7","2021-04-02 12:14","17.2","2021-04-06 04:56","19.3","3.0","40","15.4","30","2021-04-04 13:35","99.5","75.6","11","5.5","2021-04-13 18:21","14.0","2021-04-13 18:21","20.5","2021-04-25 00:00","82","77.2","82.7","397.60","...","...","...","8.4","hualien"
"05","1008.1","1010.3","1015.8","2021-05-05 22:00","1001.0","2021-05-30 14:21","26.9","32.4","2021-05-27 14:37","19.3","2021-05-02 05:33","23.9","3.0","180","17.1","30","2021-05-05 13:18","127.0","41.6","6","8.0","2021-05-24 19:34","42.0","2021-05-24 19:05","81.5","2021-05-24 00:00","84","152.3","199.5","664.24","...","...","...","6.6","hualien"
"06","1004.0","1006.2","1010.4","2021-06-08 10:56","997.7","2021-06-20 15:35","28.0","33.7","2021-06-16 13:28","23.8","2021-06-06 04:06","24.9","2.6","240","14.9","200","2021-06-03 16:17","113.0","64.7","9","8.5","2021-06-22 19:12","25.5","2021-06-22 18:27","45.5","2021-06-22 00:00","84","141.2","188.9","615.33","...","...","...","6.7","hualien"
"07","1002.7","1004.9","1011.9","2021-07-10 22:40","986.1","2021-07-24 03:24","29.2","35.4","2021-07-21 12:44","24.7","2021-07-06 05:28","24.7","3.0","240","18.8","50","2021-07-22 12:25","18.5","19.1","5","2.5","2021-07-31 13:49","3.5","2021-07-06 06:45","7.0","2021-07-06 00:00","77","194.5","286.8","767.86","...","...","...","4.7","hualien"
"08","1005.3","1007.5","1012.4","2021-08-16 09:02","993.4","2021-08-07 03:19","28.2","33.0","2021-08-26 13:16","23.9","2021-08-20 05:22","24.8","2.6","240","12.7","170","2021-08-23 14:38","72.0","49.6","9","7.0","2021-08-19 17:32","15.0","2021-08-19 17:23","15.5","2021-08-30 00:00","82","153.1","205.5","636.15","...","...","...","6.1","hualien"
