"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)","station"
"09","1007.7","1010.4","1013.5","2015-09-17 22:18","990.1","2015-09-28 15:16","28.4","33.7","2015-09-15 12:09","24.1","2015-09-21 05:27","23.2","2.4","40","25.5","290","2015-09-28 18:23","53.2","10.0","8","6.5","2015-09-24 18:59","14.5","2015-09-16 11:55","17.5","2015-09-25 00:00","74","138.1","194.0","490.56","8","10","2015-09-02 13:00","5.3","hengchun"
"10","1011.1","1013.9","1018.4","2015-10-31 09:41","1000.1","2015-10-19 15:12","27.0","32.4","2015-10-01 12:22","22.3","2015-10-30 06:24","21.5","4.0","40","26.0","40","2015-10-20 01:40","72.8","19.6","11","3.5","2015-10-24 13:55","9.0","2015-10-21 09:29","27.0","2015-10-21 00:00","72","143.1","187.6","447.55","...","...","...","5.1","hengchun"
"11","1014.3","1017.1","1020.9","2015-11-28 08:55","1010.1","2015-11-14 15:15","26.3","32.1","2015-11-18 12:08","18.7","2015-11-27 05:07","21.0","3.8","40","23.5","50","2015-11-27 03:14","27.5","8.1","4","4.0","2015-11-21 05:30","11.5","2015-11-21 04:55","18.0","2015-11-21 00:00","73","132.9","207.5","414.35","...","...","...","4.0","hengchun"
"12","1016.1","1018.9","1022.8","2015-12-29 10:10","1008.2","2015-12-10 03:01","23.6","31.0","2015-12-23 13:16","16.8","2015-12-18 00:24","18.0","4.6","50","25.5","50","2015-12-31 21:22","2.5","1.1","2","1.5","2015-12-06 13:07","1.5","2015-12-06 12:17","1.5","2015-12-06 00:00","71","121.7","201.7","370.39","...","...","...","3.8","hengchun"
"01","1016.1","1018.9","1028.3","2016-01-24 21:19","1004.6","2016-01-17 15:28","22.0","30.3","2016-01-05 13:24","11.4","2016-01-25 01:45","17.5","3.7","50","25.0","50","2016-01-01 01:42","98.5","32.7","13","11.0","2016-01-03 13:50","30.5","2016-01-03 13:30","40.0","2016-01-02 00:00","76","93.5","116.1","282.32","...","...","...","6.4","hengchun"
"02","1017.6","1020.5","1025.6","2016-02-25 09:50","1010.1","2016-02-13 15:30","21.3","29.3","2016-02-14 13:58","14.4","2016-02-08 00:28","15.5","4.4","50","25.9","50","2016-02-24 19:36","2.0","1.8","2","0.5","2016-02-05 01:27","1.0","2016-02-05 01:12","1.0","2016-02-05 00:00","70","129.4","164.8","413.87","...","...","...","5.4","hengchun"
"03","1014.6","1017.4","1023.0","2016-03-01 09:39","1008.1","2016-03-18 16:00","22.7","30.0","2016-03-19 13:39","16.7","2016-03-25 04:52","17.3","3.4","50","22.4","50","2016-03-14 23:45","18.9","18.7","6","5.0","2016-03-31 12:29","6.5","2016-03-23 19:51","6.5","2016-03-23 00:00","72","126.6","143.5","394.99","...","...","...","6.0","hengchun"
"04","1010.2","1013.0","1016.7","2016-04-19 08:47","1003.6","2016-04-13 13:07","27.0","33.3","2016-04-24 11:11","21.0","2016-04-01 05:53","22.7","2.1","50","18.8","50","2016-04-29 12:21","64.1","12.3","8","6.5","2016-04-24 16:47","13.5","2016-04-11 07:03","19.5","2016-04-11 00:00","78","150.9","226.1","536.93","...","...","...","4.4","hengchun"
"05","1008.4","1011.2","1013.6","2016-05-14 09:26","1003.6","2016-05-24 15:44","28.8","34.7","2016-05-27 13:49","23.8","2016-05-11 16:23","24.5","2.4","100","20.0","40","2016-05-16 19:26","75.0","20.8","10","6.0","2016-05-16 13:04","8.5","2016-05-22 12:15","19.0","2016-05-16 00:00","78","168.9","242.5","582.70","...","...","...","5.2","hengchun"
"06","1007.3","1010.1","1013.2","2016-06-29 22:19","1003.0","2016-06-01 16:59","29.6","34.7","2016-06-05 13:39","24.3","2016-06-10 18:55","26.4","2.3","100","19.5","290","2016-06-01 13:47","368.5","50.8","16","18.0","2016-06-10 18:40","43.5","2016-06-11 13:01","172.5","2016-06-10 00:00","84","151.5","224.7","546.02","...","...","...","5.2","hengchun"
"07","1005.6","1008.4","1010.7","2016-07-20 21:32","982.7","2016-07-08 05:58","30.0","35.1","2016-07-25 13:02","25.4","2016-07-30 06:17","26.0","2.4","290","26.1","280","2016-07-08 05:40","383.8","47.7","15","15.0","2016-07-08 22:40","40.0","2016-07-08 22:34","225.0","2016-07-08 00:00","80","164.6","239.6","581.08","...","...","...","4.9","hengchun"
"08","1002.3","1005.0","1009.0","2016-08-03 22:21","996.7","2016-08-01 03:03","28.8","34.5","2016-08-22 14:11","24.6","2016-08-15 06:45","25.3","1.8","100","24.4","50","2016-08-01 01:09","548.5","71.5","13","18.0","2016-08-14 15:51","55.5","2016-08-12 02:16","140.0","2016-08-12 00:00","82","129.8","176.3","460.64","...","...","...","6.0","hengchun"
"09","1004.5","1007.2","1012.5","2016-09-22 00:42","961.1","2016-09-14 09:49","28.4","34.2","2016-09-11 13:53","24.2","2016-09-14 22:43","24.6","3.1","290","52.2","70","2016-09-14 08:51","710.5","113.9","17","16.0","2016-09-02 09:49","49.5","2016-09-14 06:37","334.0","2016-09-14 00:00","81","106.5","144.0","399.76","7","11","2016-09-12 12:00","6.6","hengchun"
"10","1008.6","1011.4","1017.1","2016-10-30 08:56","998.4","2016-10-20 16:29","28.1","33.4","2016-10-27 13:22","23.9","2016-10-03 04:40","23.8","3.7","40","29.2","40","2016-10-30 10:08","393.5","87.3","18","12.5","2016-10-09 02:57","34.0","2016-10-09 02:46","109.0","2016-10-08 00:00","78","128.9","177.3","418.65","...","...","...","5.8","hengchun"
"11","1013.3","1016.1","1019.3","2016-11-29 20:50","1008.5","2016-11-21 14:40","25.6","31.1","2016-11-21 13:03","20.7","2016-11-27 17:12","19.6","4.5","50","30.1","40","2016-11-24 08:59","60.0","27.2","3","5.5","2016-11-27 01:49","13.0","2016-11-27 01:44","57.5","2016-11-27 00:00","70","130.7","176.3","362.19","...","...","...","4.9","hengchun"
"12","1015.0","1017.8","1021.4","2016-12-18 08:35","1008.3","2016-12-09 14:51","23.8","30.1","2016-12-04 12:26","18.5","2016-12-28 08:21","17.2","5.7","50","30.5","40","2016-12-06 09:02","0.5","2.1","1","0.5","2016-12-29 04:24","0.5","2016-12-29 03:34","0.5","2016-12-29 00:00","66","147.3","197.5","365.12","...","...","...","4.6","hengchun"
"01","1016.1","1018.9","1023.8","2017-01-23 09:15","1008.0","2017-01-08 15:10","22.7","28.7","2017-01-19 13:11","18.2","2017-01-21 00:26","16.5","4.6","50","24.8","40","2017-01-20 19:46","12.5","5.0","1","2.0","2017-01-31 09:46","4.5","2017-01-31 09:24","12.5","2017-01-31 00:00","69","135.1","192.8","378.61","...","...","...","5.0","hengchun"
"02","1016.5","1019.3","1027.1","2017-02-14 09:45","1007.8","2017-02-05 16:37","21.8","29.5","2017-02-22 12:16","15.6","2017-02-11 04:21","15.4","4.7","50","27.6","40","2017-02-21 08:41","6.2","8.7","8","1.5","2017-02-04 01:44","2.0","2017-02-04 01:20","2.5","2017-02-04 00:00","67","127.0","154.6","374.03","...","...","...","5.2","hengchun"
"03","1013.5","1016.3","1021.9","2017-03-27 10:52","1007.0","2017-03-13 14:40","23.4","31.3","2017-03-21 11:29","16.6","2017-03-01 05:39","17.4","3.6","40","22.1","50","2017-03-02 19:36","2.4","1.3","3","1.0","2017-03-23 00:24","1.0","2017-03-23 00:33","1.5","2017-03-23 00:00","70","149.2","176.4","457.44","...","...","...","5.4","hengchun"
"04","1011.1","1013.9","1021.2","2017-04-03 08:25","1004.5","2017-04-10 16:32","25.5","34.9","2017-04-19 11:33","18.2","2017-04-01 08:52","19.8","3.0","110","17.2","50","2017-04-01 07:32","28.0","12.5","4","4.0","2017-04-28 00:45","8.0","2017-04-28 00:20","13.5","2017-04-22 00:00","71","145.2","186.4","486.01","...","...","...","5.3","hengchun"
"05","1008.2","1010.9","1014.1","2017-05-06 08:35","1002.1","2017-05-31 16:36","28.1","34.2","2017-05-12 12:43","21.7","2017-05-01 03:30","22.5","2.5","100","20.0","50","2017-05-20 03:57","48.7","14.8","9","4.0","2017-05-25 10:32","9.5","2017-05-16 18:20","18.5","2017-05-16 00:00","72","164.5","183.4","525.16","...","...","...","5.6","hengchun"
"06","1006.1","1008.8","1009.8","2017-06-07 22:41","1001.3","2017-06-01 17:04","29.8","34.6","2017-06-13 13:17","25.5","2017-06-15 21:14","24.9","2.5","280","14.4","290","2017-06-01 13:31","105.0","21.7","19","6.0","2017-06-15 19:26","16.0","2017-06-15 20:14","46.0","2017-06-15 00:00","75","141.8","190.9","497.41","...","...","...","5.9","hengchun"
"07","1005.9","1008.7","1011.8","2017-07-07 22:19","981.9","2017-07-30 17:09","29.4","34.5","2017-07-13 13:41","24.4","2017-07-31 04:05","24.8","2.6","90","29.8","230","2017-07-30 17:19","645.1","61.4","15","25.0","2017-07-30 21:09","78.5","2017-07-30 20:36","326.0","2017-07-30 00:00","77","133.2","227.2","518.06","...","...","...","5.5","hengchun"
"08","1004.8","1007.5","1011.0","2017-08-27 22:08","992.2","2017-08-22 02:18","29.6","35.0","2017-08-18 14:00","25.0","2017-08-22 12:18","25.3","2.6","280","24.6","40","2017-08-31 12:58","298.0","55.1","17","23.0","2017-08-22 12:05","53.5","2017-08-22 11:39","116.5","2017-08-22 00:00","78","151.9","208.6","457.80","...","...","...","5.5","hengchun"
"09","1006.8","1009.6","1013.7","2017-09-29 21:07","998.4","2017-09-01 03:00","29.3","34.5","2017-09-13 13:13","25.4","2017-09-11 04:46","24.8","2.3","90","26.7","30","2017-09-01 04:34","243.6","34.0","10","15.5","2017-09-29 20:52","47.0","2017-09-29 20:38","67.5","2017-09-01 00:00","77","140.3","233.7","468.12","...","...","...","4.7","hengchun"
"10","1008.3","1011.0","1016.5","2017-10-30 08:48","996.6","2017-10-14 04:22","27.7","33.9","2017-10-02 13:47","20.5","2017-10-28 04:16","21.9","4.9","30","25.6","40","2017-10-30 07:45","304.0","47.4","16","12.0","2017-10-14 06:52","37.0","2017-10-14 06:18","80.5","2017-10-13 00:00","71","148.5","199.3","475.02","...","...","...","5.0","hengchun"
"11","1011.8","1014.6","1017.4","2017-11-25 08:30","1005.9","2017-11-18 03:35","26.0","32.0","2017-11-18 12:10","21.4","2017-11-01 06:22","19.8","4.7","40","33.0","40","2017-11-18 22:58","23.0","10.3","5","4.0","2017-11-02 14:12","6.0","2017-11-02 14:05","11.5","2017-11-06 00:00","69","133.5","150.6","343.82","...","...","...","5.7","hengchun"
"12","1014.8","1017.6","1022.1","2017-12-20 09:21","1009.4","2017-12-03 17:25","22.1","28.2","2017-12-03 13:31","17.5","2017-12-10 05:57","15.1","5.8","40","30.3","50","2017-12-16 22:34","3.5","3.8","4","0.5","2017-12-31 06:32","1.0","2017-12-31 06:14","1.5","2017-12-31 00:00","65","149.2","138.9","323.97","6","7","2017-12-27 12:00","5.8","hengchun"
"01","1013.6","1016.4","1023.3","2018-01-13 09:14","1007.3","2018-01-22 13:20","21.4","28.3","2018-01-28 13:37","14.8","2018-01-13 05:40","14.9","4.9","40","27.9","40","2018-01-26 23:33","34.5","21.9","6","5.0","2018-01-28 17:55","7.5","2018-01-28 17:31","16.0","2018-01-28 00:00","67","128.0","152.4","355.05","6","8","2018-01-27 12:00","5.7","hengchun"
"02","1014.8","1017.6","1022.7","2018-02-12 09:54","1008.5","2018-02-28 15:16","21.2","29.9","2018-02-16 10:22","14.4","2018-02-07 02:58","14.4","4.3","40","23.1","40","2018-02-08 10:08","35.5","6.6","4","13.5","2018-02-16 14:45","28.0","2018-02-16 14:26","33.0","2018-02-16 00:00","66","121.5","129.4","350.17","7","10","2018-02-17 13:00","6.4","hengchun"
"03","1012.7","1015.5","1020.2","2018-03-11 08:21","1005.4","2018-03-20 15:12","23.9","32.3","2018-03-04 12:55","16.7","2018-03-09 05:47","16.5","3.6","40","22.2","30","2018-03-09 06:10","14.6","4.1","4","6.0","2018-03-15 21:23","7.0","2018-03-15 21:19","11.2","2018-03-15 00:00","64","160.1","236.0","539.87","9","10","2018-03-04 13:00","4.3","hengchun"
"04","1011.1","1013.9","1019.1","2018-04-07 21:24","1004.6","2018-04-24 15:08","25.6","32.9","2018-04-30 11:59","18.6","2018-04-08 00:30","19.1","3.4","40","26.0","20","2018-04-07 03:28","8.0","1.4","1","7.5","2018-04-12 04:33","8.0","2018-04-12 04:33","8.0","2018-04-12 00:00","68","173.5","198.1","524.22","9","11","2018-04-12 13:00","5.4","hengchun"
"05","1008.5","1011.3","1015.8","2018-05-04 22:47","1003.6","2018-05-26 16:19","28.6","35.0","2018-05-31 12:55","23.5","2018-05-13 05:49","23.2","2.4","40","21.2","40","2018-05-03 15:41","4.0","4.1","3","0.5","2018-05-24 12:01","1.0","2018-05-08 09:10","2.5","2018-05-08 00:00","73","197.8","275.7","625.21","...","...","...","4.1","hengchun"
"06","1003.6","1006.3","1010.1","2018-06-25 22:28","992.6","2018-06-15 04:37","28.8","35.7","2018-06-06 13:49","24.0","2018-06-16 13:57","24.9","2.2","70","17.5","30","2018-06-13 11:43","488.0","112.6","12","13.0","2018-06-22 05:35","33.0","2018-06-16 13:19","89.5","2018-06-17 00:00","80","169.0","203.6","505.44","...","...","...","6.6","hengchun"
"07","1002.5","1005.2","1006.6","2018-07-09 08:51","996.1","2018-07-11 04:13","28.7","33.2","2018-07-31 11:30","24.7","2018-07-07 06:40","25.1","2.7","280","22.9","30","2018-07-17 11:01","249.5","71.2","22","12.0","2018-07-13 02:21","28.5","2018-07-13 02:13","46.5","2018-07-13 00:00","81","122.5","187.5","523.87","...","...","...","6.2","hengchun"
"08","1001.1","1003.9","1010.9","2018-08-31 09:46","992.3","2018-08-12 15:07","27.8","34.3","2018-08-08 13:02","23.4","2018-08-26 02:26","25.4","1.9","290","21.2","260","2018-08-23 08:12","1400.5","189.6","23","16.0","2018-08-18 08:03","53.0","2018-08-25 19:50","169.5","2018-08-25 00:00","88","73.4","118.4","356.45","...","...","...","7.5","hengchun"
"09","1005.7","1008.4","1013.5","2018-09-17 22:31","994.9","2018-09-15 14:53","28.1","33.0","2018-09-01 12:34","24.3","2018-09-11 06:55","24.0","2.7","30","27.4","40","2018-09-15 11:08","281.0","61.1","14","16.0","2018-09-02 14:49","41.0","2018-09-02 14:43","91.5","2018-09-15 00:00","80","132.5","195.8","481.13","...","...","...","5.5","hengchun"
"10","1010.9","1013.7","1017.2","2018-10-20 09:15","1002.8","2018-10-04 17:18","26.1","31.6","2018-10-15 13:00","20.0","2018-10-29 00:01","20.1","4.0","30","30.5","30","2018-10-31 10:47","8.4","10.7","6","1.0","2018-10-26 21:47","2.0","2018-10-26 21:31","2.5","2018-10-10 00:00","71","159.6","192.6","461.75","...","...","...","4.9","hengchun"
"11","1013.5","1016.3","1019.2","2018-11-30 08:36","1006.7","2018-11-01 03:48","25.3","31.1","2018-11-03 11:00","20.3","2018-11-26 05:25","20.1","3.9","40","34.6","20","2018-11-01 12:06","6.0","4.8","3","1.5","2018-11-25 23:43","2.5","2018-11-25 23:20","3.0","2018-11-26 00:00","74","132.8","176.5","375.64","...","...","...","5.1","hengchun"
"12","1014.8","1017.6","1021.8","2018-12-29 20:15","1006.8","2018-12-26 14:00","23.6","30.9","2018-12-04 11:44","17.4","2018-12-20 06:17","17.9","5.0","30","27.1","40","2018-12-29 00:35","6.0","2.6","1","2.0","2018-12-23 00:40","4.5","2018-12-23 00:10","6.0","2018-12-23 00:00","71","141.0","184.5","372.09","...","...","...","4.5","hengchun"
"01","1016.6","1019.4","1021.6","2019-01-27 09:30","1012.5","2019-01-14 14:28","22.6","29.8","2019-01-11 13:13","17.3","2019-01-22 07:13","17.7","4.2","30","26.7","30","2019-01-01 18:26","28.7","15.7","9","4.5","2019-01-12 11:05","6.5","2019-01-16 04:27","16.5","2019-01-16 00:00","75","114.7","131.4","341.68","...","...","...","6.3","hengchun"
"02","1014.9","1017.7","1021.6","2019-02-12 09:28","1009.7","2019-02-07 15:24","23.8","30.0","2019-02-19 13:56","18.1","2019-02-08 05:51","19.4","2.6","40","20.6","30","2019-02-23 10:20","20.3","12.0","4","4.0","2019-02-13 11:47","5.5","2019-02-13 11:30","7.0","2019-02-18 00:00","78","107.1","175.6","398.30","...","...","...","4.6","hengchun"
"03","1012.2","1015.0","1018.3","2019-03-16 09:56","1005.3","2019-03-03 16:02","24.1","30.7","2019-03-20 14:06","19.0","2019-03-08 01:02","18.9","3.5","40","25.2","30","2019-03-07 21:05","44.0","5.2","2","11.5","2019-03-10 04:13","26.0","2019-03-10 04:13","36.5","2019-03-10 00:00","74","156.8","199.9","490.23","...","...","...","5.0","hengchun"
"04","1009.5","1012.3","1017.1","2019-04-02 08:49","1003.4","2019-04-30 16:10","26.6","33.1","2019-04-29 13:09","21.2","2019-04-03 06:09","21.8","2.5","280","21.8","20","2019-04-01 20:02","15.5","4.1","4","3.0","2019-04-20 00:15","8.5","2019-04-20 00:08","10.5","2019-04-20 00:00","76","166.8","203.0","547.79","...","...","...","4.6","hengchun"
"05","1006.9","1009.7","1011.5","2019-05-04 08:22","1002.2","2019-05-18 03:51","26.7","32.5","2019-05-18 12:37","21.2","2019-05-22 05:37","22.7","2.9","40","22.4","30","2019-05-03 19:49","134.7","37.4","15","8.5","2019-05-01 13:10","22.0","2019-05-01 12:49","38.5","2019-05-01 00:00","80","136.3","86.1","457.88","...","...","...","7.2","hengchun"
"06","1004.4","1007.1","1010.2","2019-06-06 10:20","998.0","2019-06-14 15:18","28.9","33.8","2019-06-06 13:14","24.6","2019-06-26 07:32","25.7","2.0","280","15.4","30","2019-06-15 11:36","215.5","34.8","15","15.5","2019-06-14 10:28","22.0","2019-06-14 09:46","42.0","2019-06-14 00:00","84","136.8","94.5","528.53","...","...","...","6.5","hengchun"
"07","1003.7","1006.4","1009.5","2019-07-11 22:21","992.0","2019-07-19 02:53","28.9","33.3","2019-07-17 14:07","23.0","2019-07-22 06:54","26.1","2.5","270","21.8","40","2019-07-17 18:00","587.5","61.0","23","21.5","2019-07-22 06:44","64.0","2019-07-02 00:29","168.0","2019-07-02 00:00","86","117.2","87.1","492.96","...","...","...","7.2","hengchun"
"08","1000.9","1003.7","1009.0","2019-08-26 21:02","983.6","2019-08-24 13:04","28.3","34.1","2019-08-05 13:05","24.0","2019-08-21 02:06","26.0","2.5","250","20.9","250","2019-08-09 14:05","839.6","118.4","26","15.5","2019-08-18 08:53","42.0","2019-08-18 08:04","201.0","2019-08-24 00:00","88","101.9","69.4","402.95","...","...","...","7.8","hengchun"
"09","1005.5","1008.2","1014.7","2019-09-24 21:11","995.6","2019-09-30 16:02","27.6","32.9","2019-09-13 11:58","22.6","2019-09-22 02:29","23.9","2.8","10","19.0","340","2019-09-30 00:10","356.5","50.5","14","19.5","2019-09-07 04:24","76.0","2019-09-07 03:42","153.5","2019-09-07 00:00","81","122.1","84.3","429.39","...","...","...","6.5","hengchun"
"10","1010.9","1013.7","1015.5","2019-10-14 21:27","998.5","2019-10-01 00:01","26.5","32.0","2019-10-03 11:31","22.5","2019-10-28 06:24","21.5","3.6","40","23.4","20","2019-10-15 15:49","28.0","8.9","5","5.5","2019-10-06 01:53","8.0","2019-10-06 01:05","13.5","2019-10-06 00:00","75","154.7","99.0","486.73","...","...","...","4.6","hengchun"
"11","1011.8","1014.6","1018.2","2019-11-29 08:58","1005.0","2019-11-06 14:12","24.7","30.5","2019-11-17 11:36","20.3","2019-11-11 03:57","19.0","5.5","40","34.6","40","2019-11-19 23:40","2.5","2.6","3","0.5","2019-11-30 13:49","0.5","2019-11-30 13:49","1.0","2019-11-04 00:00","71","159.8","175.5","392.68","...","...","...","5.2","hengchun"
"12","1015.0","1017.8","1021.1","2019-12-31 22:20","1008.8","2019-12-22 14:24","22.4","29.5","2019-12-17 13:19","13.9","2019-12-11 06:49","17.2","4.5","40","28.0","40","2019-12-04 00:33","14.5","8.3","6","3.0","2019-12-28 21:58","3.5","2019-12-28 21:41","3.5","2019-12-29 00:00","74","128.0","173.4","415.38","...","...","...","4.9","hengchun"
"01","1015.0","1017.9","1023.6","2020-01-01 10:01","1005.2","2020-01-26 15:01","21.9","29.3","2020-01-24 12:58","15.3","2020-01-20 06:37","17.1","3.3","60","20.9","60","2020-01-01 00:49","57.2","15.6","5","8.0","2020-01-26 08:30","33.5","2020-01-26 08:08","44.5","2020-01-26 00:00","76","113.8","196.7","451.81","...","...","...","4.3","hengchun"
"02","1017.1","1020.0","1024.2","2020-02-21 09:24","1009.5","2020-02-29 15:44","21.9","29.4","2020-02-25 11:38","15.4","2020-02-18 01:36","17.8","3.6","60","23.8","50","2020-02-05 20:33","53.0","15.0","8","6.0","2020-02-13 16:40","14.5","2020-02-13 15:50","26.0","2020-02-13 00:00","79","105.4","162.9","457.45","...","...","...","5.0","hengchun"
"03","1012.1","1014.9","1019.5","2020-03-16 09:10","1004.6","2020-03-09 15:05","24.0","31.6","2020-03-27 12:43","18.3","2020-03-16 02:11","20.0","3.1","60","23.2","40","2020-03-05 12:16","12.0","4.6","3","2.5","2020-03-10 12:18","5.0","2020-03-10 12:10","5.5","2020-03-28 00:00","80","143.5","211.8","602.62","...","...","...","4.6","hengchun"
"04","1012.4","1015.2","1017.0","2020-04-02 10:05","1007.6","2020-04-12 03:20","24.7","32.4","2020-04-19 11:21","17.2","2020-04-15 05:51","19.1","3.5","60","21.5","50","2020-04-24 01:21","6.0","3.6","2","1.0","2020-04-07 02:09","2.5","2020-04-07 02:04","5.5","2020-04-07 00:00","73","170.2","205.5","623.41","...","...","...","4.9","hengchun"
"05","1006.8","1009.5","1011.8","2020-05-01 09:01","1000.5","2020-05-17 15:09","28.0","34.2","2020-05-15 13:00","23.7","2020-05-20 13:27","25.2","2.3","300","18.5","70","2020-05-12 22:30","220.8","35.7","15","16.5","2020-05-27 09:17","54.5","2020-05-27 08:45","83.0","2020-05-27 00:00","86","148.8","196.9","622.13","...","...","...","5.8","hengchun"
"06","1006.4","1009.1","1012.3","2020-06-14 22:47","1001.9","2020-06-21 16:58","29.6","33.9","2020-06-11 12:54","24.1","2020-06-09 03:50","26.7","2.3","300","13.3","290","2020-06-21 13:14","80.0","19.2","10","10.0","2020-06-12 06:56","16.0","2020-06-12 06:45","31.5","2020-06-12 00:00","86","174.8","260.2","730.19","...","...","...","4.7","hengchun"
"07","1005.9","1008.6","1010.2","2020-07-03 22:12","1001.2","2020-07-15 03:12","29.8","34.8","2020-07-23 10:59","25.3","2020-07-30 06:52","26.7","2.2","290","20.2","60","2020-07-30 16:24","246.5","25.8","13","21.0","2020-07-30 06:16","49.0","2020-07-28 11:59","89.5","2020-07-28 00:00","85","172.3","248.2","704.19","...","...","...","4.8","hengchun"
"08","1004.9","1007.6","1012.3","2020-08-12 21:40","998.8","2020-08-31 15:31","28.5","34.6","2020-08-08 12:47","24.4","2020-08-26 22:35","26.3","2.4","120","15.4","40","2020-08-17 04:29","463.5","66.8","23","17.0","2020-08-05 23:15","33.5","2020-08-25 05:47","107.0","2020-08-26 00:00","89","116.1","164.4","548.49","...","...","...","6.6","hengchun"
"09","1006.5","1009.2","1011.8","2020-09-18 22:01","998.4","2020-09-01 14:58","28.6","34.2","2020-09-14 12:05","24.2","2020-09-30 05:46","24.5","2.1","60","17.1","60","2020-09-30 21:31","69.5","6.8","6","13.0","2020-09-17 23:26","22.0","2020-09-17 22:50","33.5","2020-09-17 00:00","80","158.4","236.3","630.18","...","...","...","4.5","hengchun"
"10","1009.0","1011.8","1015.1","2020-10-31 09:16","1001.7","2020-10-22 14:16","26.9","32.4","2020-10-04 12:53","22.0","2020-10-24 07:13","20.9","5.3","40","29.5","50","2020-10-05 05:32","48.0","21.6","12","3.0","2020-10-21 18:23","8.0","2020-10-21 18:13","20.5","2020-10-21 00:00","71","169.2","200.4","559.11","...","...","...","4.6","hengchun"
"11","1012.7","1015.4","1018.1","2020-11-29 09:32","1002.0","2020-11-06 16:16","25.3","30.6","2020-11-20 11:00","20.5","2020-11-30 06:00","19.5","5.4","40","27.9","60","2020-11-14 09:42","180.0","24.2","6","11.0","2020-11-06 13:55","30.0","2020-11-06 13:11","168.0","2020-11-06 00:00","72","125.1","162.0","439.95","...","...","...","5.6","hengchun"
"12","1013.3","1016.1","1022.0","2020-12-31 09:24","1007.4","2020-12-29 14:31","22.6","28.7","2020-12-10 11:32","14.2","2020-12-31 04:08","16.5","5.6","40","32.0","20","2020-12-21 01:35","2.0","4.3","2","0.5","2020-12-08 04:02","0.5","2020-12-08 03:12","1.5","2020-12-21 00:00","69","117.4","97.0","348.35","...","...","...","7.1","hengchun"
"01","1015.0","1017.8","1021.0","2021-01-01 00:26","1005.9","2021-01-22 14:48","19.8","27.1","2021-01-26 12:42","12.8","2021-01-15 06:12","13.3","4.6","40","26.2","80","2021-01-29 09:58","2.5","5.0","2","0.5","2021-01-22 01:54","0.5","2021-01-22 01:54","2.0","2021-01-22 00:00","67","133.6","198.1","449.02","...","...","...","4.6","hengchun"
"02","1013.2","1016.0","1022.2","2021-02-18 20:54","1003.6","2021-02-11 13:46","21.5","28.4","2021-02-26 12:40","13.8","2021-02-21 05:12","15.9","3.6","50","23.6","10","2021-02-18 00:22","20.0","14.5","4","6.5","2021-02-11 05:44","13.5","2021-02-11 05:43","17.0","2021-02-11 00:00","72","115.8","195.7","482.72","...","...","...","4.0","hengchun"
"03","1012.0","1014.8","1019.1","2021-03-22 23:31","1002.9","2021-03-30 15:31","24.2","31.1","2021-03-17 12:59","18.3","2021-03-23 00:11","19.0","3.1","40","25.6","350","2021-03-22 07:29","2.0","4.4","1","1.5","2021-03-28 00:58","2.0","2021-03-28 00:58","2.0","2021-03-28 00:00","74","156.2","209.2","576.56","...","...","...","4.1","hengchun"
"04","1010.2","1013.0","1017.0","2021-04-11 09:59","1002.3","2021-04-23 15:35","25.1","31.6","2021-04-03 10:48","20.9","2021-04-06 04:45","19.5","3.0","40","26.1","40","2021-04-18 00:32","0.5","5.9","1","0.5","2021-04-22 06:47","0.5","2021-04-22 06:47","0.5","2021-04-22 00:00","72","156.4","148.0","512.88","...","...","...","5.9","hengchun"
"05","1007.6","1010.3","1013.1","2021-05-06 08:20","1000.9","2021-05-30 16:43","29.0","34.1","2021-05-24 13:13","22.8","2021-05-02 05:13","24.4","2.2","280","14.5","70","2021-05-03 13:06","4.0","2.0","2","2.0","2021-05-31 10:33","2.5","2021-05-31 10:30","3.0","2021-05-31 00:00","77","197.4","241.1","716.72","...","...","...","4.4","hengchun"
"06","1004.6","1007.3","1009.6","2021-06-12 23:21","997.9","2021-06-04 18:09","28.2","35.4","2021-06-03 12:38","23.7","2021-06-24 01:31","25.4","2.6","280","15.1","270","2021-06-16 12:14","589.5","79.3","23","16.5","2021-06-28 20:48","54.0","2021-06-24 00:54","129.0","2021-06-24 00:00","85","104.4","140.7","524.36","...","...","...","7.3","hengchun"
